174,01567	16,60674
174,12635	16,26966
174,23706	16,80899
174,34781	17,5618
174,45858	17,17977
174,56937	14,07865
174,6802	10,17977
174,79105	7,37079
174,90193	6,37079
175,01284	6,02247
175,12378	6,53933
175,23475	7,98876
175,34575	9,96629
175,45677	10,23596
175,56782	7,88764
175,6789	6,03371
175,79001	5,42697
175,90114	5,33708
176,01231	5,44944
176,1235	5,42697
176,23472	5,57303
176,34597	5,95506
176,45725	6,83146
176,56855	7,86517
176,67989	8,39326
176,79125	8,05618
176,90264	8,30337
177,01406	8,67416
177,1255	8,68539
177,23698	10,05618
177,34848	14,06742
177,46001	18,96629
177,57157	21,4382
177,68316	20,13483
177,79478	16,65169
177,90642	12,91011
178,01809	9,8427
178,12979	9,05618
178,24152	10,39326
178,35328	13
178,46507	16,22472
178,57688	18,05618
178,68872	15,96629
178,80059	12,41573
178,91249	9,85393
179,02442	8,55056
179,13637	8,55056
179,24835	9,29214
179,36036	9,01124
179,4724	7,82022
179,58447	7,61798
179,69657	8,74157
179,80869	10,98876
179,92084	14,06742
180,03302	16,66292
180,14523	18,35955
180,25747	16,5618
180,36973	13,07865
180,48203	11,1236
180,59435	10,44944
180,7067	11,1236
180,81908	13,14607
180,93148	16,52809
181,04392	19,48315
181,15638	19,61798
181,26887	18,86517
181,38139	17,37079
181,49394	16,32584
181,60651	16,70786
181,71912	17,83146
181,83175	17,83146
181,94441	16,86517
182,0571	16
182,16981	14,1236
182,28256	12,76404
182,39533	12,80899
182,50813	14,29214
182,62096	15,38202
182,73382	15,29214
182,84671	13,85393
182,95962	11,59551
183,07256	11,37079
183,18554	11,38202
183,29853	11,65169
183,41156	13,14607
183,52462	19,22472
183,6377	43,23595
183,75081	78,16854
183,86395	105,34831
183,97712	110,29214
184,09032	90,42696
184,20354	61,8764
184,3168	39,19101
184,43008	23,92135
184,54339	17,22472
184,65672	13,55056
184,77009	12,53933
184,88348	11,80899
184,99691	11,92135
185,11036	12,02247
185,22384	12,87641
185,33734	19,29213
185,45088	31,05618
185,56444	40,98877
185,67803	42,79775
185,79165	43,03371
185,9053	47,06742
186,01898	47,23595
186,13268	40,06742
186,24641	29,64045
186,36018	21,42697
186,47396	17,68539
186,58778	17,5618
186,70163	18,47191
186,8155	17,98876
186,9294	14,75281
187,04333	11,04494
187,15729	8,19101
187,27128	6,51685
187,38529	5,88764
187,49934	5,55056
187,61341	5,4382
187,72751	5,53933
187,84164	7,03371
187,95579	9,59551
188,06998	11,57303
188,18419	12,25843
188,29843	12,77528
188,4127	12,17977
188,527	11,33708
188,64132	9,80899
188,75568	8,06742
188,87006	6,70787
188,98447	5,77528
189,09891	5,41573
189,21337	5,33708
189,32787	5,23595
189,44239	5,38202
189,55694	5,58427
189,67152	5,44944
189,78613	5,38202
189,90077	5,64045
190,01543	6,68539
190,13012	7,69663
190,24484	7,83146
190,35959	7,23595
190,47437	6,91011
190,58917	7,01124
190,70401	7,62921
190,81887	7,78652
190,93376	8,37079
191,04868	9,10112
191,16362	11,98876
191,2786	17,91011
191,3936	25,70786
191,50863	30,23595
191,62369	30,03371
191,73878	28,98876
191,8539	32,35955
191,96904	36,33708
192,08421	35,13483
192,19941	30,08989
192,31464	30,75281
192,4299	48,78652
192,54518	86,93259
192,6605	121,13483
192,77584	126,08989
192,89121	107,94382
193,00661	81,25843
193,12203	56,95506
193,23749	36,95506
193,35297	27,23595
193,46848	21,86517
193,58402	17,16854
193,69959	14,40449
193,81518	12,23596
193,93081	10,79775
194,04646	10,13483
194,16214	12,8427
194,27785	22,11236
194,39358	33,33708
194,50935	37,16854
194,62514	32,51685
194,74096	25,82023
194,85681	21,32584
194,97269	17,8764
195,0886	16,86517
195,20453	17,35955
195,32049	16,51685
195,43648	15,60674
195,5525	19,42697
195,66855	26,47191
195,78463	33,02247
195,90073	36,1236
196,01686	37,05618
196,13302	37,02247
196,24921	35,79775
196,36543	31,47191
196,48167	24,93259
196,59794	21,01124
196,71424	20,42697
196,83057	20,46067
196,94693	19,20225
197,06332	17,03371
197,17973	15,22472
197,29617	14,06742
197,41264	13,57303
197,52914	13,55056
197,64567	13,64045
197,76223	16,60674
197,87881	18,4045
197,99542	17,88764
198,11206	15,14607
198,22873	12,86517
198,34543	11,60674
198,46215	10,5618
198,5789	10,06742
198,69568	11,01124
198,81249	11,52809
198,92933	11,70787
199,0462	14,41573
199,16309	18,44944
199,28001	20,74157
199,39696	20,5618
199,51394	18,21348
199,63095	16,42697
199,74798	14,77528
199,86505	13,59551
199,98214	12,5618
200,09926	11,42697
200,2164	10,59551
200,33358	10,32584
200,45079	11,51685
200,56802	14,87641
200,68528	19,62921
200,80257	25,22472
200,91989	28,79775
201,03723	27,74157
201,1546	23,44944
201,27201	19,21348
201,38944	14,88764
201,50689	11,70787
201,62438	11,35955
201,7419	13,46067
201,85944	26,53933
201,97701	58,85393
202,09461	96,1573
202,21224	113,24719
202,32989	100,21349
202,44758	72,50562
202,56529	48,75281
202,68303	36,76405
202,8008	31,68539
202,9186	27,91011
203,03642	23,37079
203,15428	17,89888
203,27216	14,91011
203,39007	17,34831
203,50801	37,85393
203,62597	76,05618
203,74397	105,48315
203,86199	103,44944
203,98004	77,93259
204,09812	53,1236
204,21623	35,21348
204,33436	24,98876
204,45253	19,55056
204,57072	18,64045
204,68894	17,64045
204,80719	18,91011
204,92547	21,01124
205,04377	19,97753
205,1621	16,69663
205,28047	15,17977
205,39886	15,32584
205,51727	15,62921
205,63572	14,60674
205,75419	13,37079
205,8727	13,29214
205,99123	13,11236
206,10979	13,06742
206,22837	13,30337
206,34699	14,30337
206,46563	14,74157
206,58431	13,55056
206,70301	11,93258
206,82173	13,34831
206,94049	19,29213
207,05928	27,75281
207,17809	29,68539
207,29693	26,78652
207,4158	26,4382
207,5347	37,25843
207,65362	53,11236
207,77258	54,89888
207,89156	43,35955
208,01057	31,65169
208,12961	24,22472
208,24868	18,62921
208,36777	14,60674
208,4869	11,8427
208,60605	10,75281
208,72523	10,03371
208,84444	9,97753
208,96367	18,05618
209,08294	35,10112
209,20223	48,11236
209,32155	48,50562
209,4409	42,02247
209,56028	34,38202
209,67968	25,60674
209,79912	18,03371
209,91858	12,64045
210,03807	10,88764
210,15759	9,85393
210,27714	9,04494
210,39671	8,61798
210,51632	7,64045
210,63595	6,73034
210,75561	6,49438
210,8753	5,94382
210,99501	6,06742
211,11476	6,39326
211,23453	6,93258
211,35433	7,33708
211,47416	7,44944
211,59402	7,88764
211,7139	8,16854
211,83382	8,68539
211,95376	9,35955
212,07373	10,77528
212,19373	13,79775
212,31375	16,42697
212,43381	19,19101
212,55389	22,92135
212,674	27,07865
212,79414	31,93259
212,91431	32
213,03451	28,37079
213,15473	23,98876
213,27498	23,79775
213,39527	26
213,51557	26,30337
213,63591	24,77528
213,75628	26,62921
213,87667	33,8764
213,99709	39,94382
214,11754	39,62922
214,23802	32,60674
214,35853	24,52809
214,47906	17,86517
214,59963	13,5618
214,72022	17,44944
214,84084	39,8427
214,96148	75,82022
215,08216	100,29214
215,20286	96,48315
215,3236	74,08989
215,44436	49,94382
215,56515	33,49438
215,68596	29,14607
215,80681	38,21348
215,92768	47,70787
216,04858	45,13483
216,16951	32,07865
216,29047	20,78652
216,41146	14,47191
216,53247	10,21348
216,65352	8,93258
216,77459	8,98876
216,89569	8,96629
217,01681	9,35955
217,13797	10,30337
217,25915	10,93258
217,38037	10,11236
217,50161	8,42697
217,62288	7,35955
217,74417	7,49438
217,8655	7,8764
217,98685	8,06742
218,10823	8,08989
218,22964	7,48315
218,35108	6,86517
218,47255	6,37079
218,59404	5,96629
218,71556	5,94382
218,83711	5,67416
218,95869	5,65168
219,0803	5,7191
219,20194	5,59551
219,3236	5,70787
219,44529	5,78652
219,56701	6,1236
219,68876	6,78652
219,81054	9,49438
219,93234	11,80899
220,05418	24,79775
220,17604	54,20225
220,29793	76,94382
220,41984	75,2809
220,54179	54,83146
220,66376	36,58427
220,78577	23,93259
220,9078	19,30337
221,02986	15,01124
221,15194	10,75281
221,27406	11,17977
221,3962	15,16854
221,51837	20,91011
221,64057	21,37079
221,7628	17,7191
221,88506	12,88764
222,00734	12,34831
222,12966	15,14607
222,252	16,04494
222,37437	14,4382
222,49677	13,75281
222,61919	17,17977
222,74164	19,46067
222,86413	19,25843
222,98664	16,60674
223,10918	13,74157
223,23174	11,25843
223,35434	9,50562
223,47696	8,79775
223,59961	8,29214
223,72229	7,83146
223,845	8,20225
223,96774	9,11236
224,0905	9,34831
224,2133	8,62921
224,33612	7,67416
224,45897	6,8764
224,58184	6,7191
224,70475	7,11236
224,82768	9,11236
224,95064	15,20225
225,07363	24,52809
225,19665	31,75281
225,3197	33,11236
225,44278	29,47191
225,56588	23,02247
225,68901	16,62921
225,81217	12,26966
225,93536	9,92135
226,05857	8,03371
226,18182	7,11236
226,30509	7,01124
226,42839	6,47191
226,55172	6,44944
226,67508	5,93258
226,79846	6,23595
226,92188	6,95506
227,04532	7,1573
227,16879	16,94382
227,29229	40,02247
227,41581	71,80899
227,53937	90,03371
227,66295	84,47191
227,78656	59,55056
227,9102	36,76405
228,03387	21,30337
228,15757	12,02247
228,28129	9,13483
228,40504	8,01124
228,52882	7,69663
228,65263	7,17978
228,77647	6,53933
228,90033	5,97753
229,02423	5,82022
229,14815	5,96629
229,2721	6,97753
229,39608	9,7191
229,52008	10,24719
229,64412	9,05618
229,76818	7,83146
229,89227	8,13483
230,01639	9,25843
230,14054	9,11236
230,26472	7,55056
230,38892	6,91011
230,51315	8,33708
230,63741	13,49438
230,7617	21,49438
230,88602	34,08989
231,01036	50,91011
231,13474	60,39326
231,25914	57,42697
231,38357	46,8427
231,50803	42,11236
231,63251	49
231,75703	57,82023
231,88157	52,19101
232,00614	35,82023
232,13074	21,85393
232,25537	15,22472
232,38002	14,2809
232,5047	19,93259
232,62942	33,4382
232,75416	47,22472
232,87893	48,37078
233,00372	37,49438
233,12855	28,02247
233,2534	77,95506
233,37828	116,97753
